UserID,first_name,last_name,birthday,country,marital_status,number_of_kids,employment
859745,Sz*****,Ta***,21.02.93,HU,0,2,Manager
931183,Er******,Fa****,13.06.84,HU,0,1,Lawyer
780199,Dó**,Va***,27.12.96,HU,0,2,Web Designer
185864,Is****,Gá***,23.11.01,HU,,4,Kitchen staff
651597,Gá***,Ko****,28.01.02,HU,1,0,Librarian
411537,An****,Pa**,27.11.72,HU,1,4,Web Designer
795804,No*****,Ba****,28.06.75,HU,1,1,Administrative employee
431634,Mó****,Pa**,20.05.53,HU,0,1,Lawyer
883252,Sá****,Ko****,24.11.84,HU,1,2,Lawyer
857627,An****,Pé***,15.12.77,HU,0,2,Kitchen staff
795805,An****,Ba****,05.04.77,HU,0,4,Librarian
372166,Cs***,Zo****,24.03.01,HU,0,0,Banker
581173,Má***,Fa****,19.07.02,HU,0,4,Librarian
98459,Lá****,Mo****,26.12.57,HU,1,0,Doctor
280659,De*****,Ke***,04.11.01,IE,0,3,Librarian
536355,Ja***,Da**,25.09.70,IE,1,1,Professor
431378,Ma******,Ke***,01.02.71,IE,1,0,Web Designer
935949,Ni***,Do***,05.11.84,IE,0,1,Professor
201298,Se**,Ry**,16.01.72,IE,1,,Teaching Assistant
201125,Li**,Ry**,05.06.76,IE,0,4,Doctor
304338,Pa*,Ly***,05.03.71,IE,0,0,Banker
704873,Pa***,Mu****,27.12.63,IE,0,2,Administrative employee
131824,Em**,Mu****,11.05.54,IE,1,1,Manager
204834,Cl****,Sm***,15.03.84,IE,1,1,Lawyer
172656,Pa*,Bu***,22.06.69,IE,0,0,Manager
527013,Ja***,Sm***,05.04.78,IE,0,0,Banker
424791,Fi***,Mc******,23.06.74,IE,1,2,Teaching Assistant
465159,Pa***,Ke***,05.07.85,IE,0,3,Consultant
132322,Em**,Wa***,27.03.81,IE,0,1,Doctor
861181,To*,Mc******,27.09.52,IE,0,2,Consultant
455736,St*****,Ke***,16.02.75,IE,0,0,Consultant
422474,An*,Ob****,23.04.04,IE,1,0,Manager
411464,Ma**,na*,16.08.82,IE,0,2,Administrative employee
329177,Al**,Mc******,11.05.60,IE,1,,Librarian
350882,Pa*,Ke***,26.08.83,IE,1,,Administrative employee
415269,Ca******,Fa*****,29.03.54,IE,0,2,Manager
119792,Pa*****,Do***,26.10.69,IE,0,3,Banker
788180,Po***,Gu***,05.04.98,IN,1,0,Teaching Assistant
713550,Po***,Pa***,09.05.68,IN,1,3,Librarian
347349,Ro***,Sh****,10.10.73,IN,1,0,Consultant
427246,Di***,Mi****,29.04.82,IN,1,2,Consultant
589319,Ma***,Ve***,14.06.98,IN,1,2,Web Designer
509348,An**,Th****,03.08.58,IN,1,1,Banker
383876,Ra**,Ra*,18.01.51,IN,0,4,Banker
439819,Ma*****,Al*,10.01.78,IN,1,0,Web Designer
887417,Ra**,Kh**,02.06.01,IN,0,1,Lawyer
698537,Ka***,Al*,21.06.58,IN,1,,Kitchen staff
258345,Aj**,Sk,15.04.99,IN,0,1,Manager
693420,Ra***,Ch*****,27.08.62,IN,0,,Librarian
618056,Ne**,Si***,13.10.71,IN,,2,Librarian
792062,Sa****,Th****,27.08.91,IN,1,1,Consultant
351472,Po***,Ku***,27.07.87,IN,1,0,Teaching Assistant
416130,Ma***,Sh****,22.02.00,IN,1,0,Administrative employee
694183,Vi***,Ro*,01.08.67,IN,1,0,Manager
231770,Po***,Ya***,06.04.70,IN,0,2,Manager
679196,Pu**,Ra****,25.07.88,IN,1,0,Librarian
425350,Ri**,Sk,23.10.65,IN,0,1,Teaching Assistant
254120,Md,Ku***,11.04.50,IN,0,,Manager
544592,Ra****,Mi****,13.11.86,IN,0,0,Professor
561241,Mu****,Gu***,03.08.83,IN,,4,Professor
550287,Ra**,Sk,27.06.93,IN,1,1,Kitchen staff
461640,Md,Si***,19.07.03,IN,1,,Lawyer
942410,Ma*****,Jó*****,30.12.54,IS,1,,Doctor
729575,Jó****,Gu********,03.08.84,IS,1,1,Banker
813808,Br*****,Si************,23.06.60,IS,0,1,Web Designer
597612,Hi****,Jó*****,18.02.02,IS,0,2,Professor
826577,Gu*******,Jó********,08.06.96,IS,0,0,Librarian
408115,Ra****,Gu********,04.05.88,IS,0,,Banker
951822,Ei***,Gu***********,28.05.82,IS,0,1,Web Designer
352848,Ko*****,Bj*******,21.11.78,IS,1,0,Manager
219849,Si****,Bj*******,28.12.69,IS,0,1,Teaching Assistant
183438,Ma****,Gu*********,08.04.92,IS,0,1,Lawyer
339793,Hu***,Kr**********,11.04.70,IS,1,2,Librarian
764805,Ma*****,Bj*******,30.01.74,IS,,,Manager
930718,Al********,Co***,20.12.87,IT,0,,Manager
744291,Da****,Gi******,27.03.00,IT,1,,Administrative employee
131393,Ma***,De*****,09.04.82,IT,0,1,Lawyer
410319,Al********,Bi*****,10.02.67,IT,1,0,Lawyer
396551,El***,Bi*****,21.01.54,IT,1,,Doctor
793674,Vi******,Ru***,01.11.94,IT,0,1,Librarian
386917,Al********,Bi*****,20.08.84,IT,1,0,Consultant
200688,An*****,Ri***,21.12.60,IT,1,2,Consultant
382237,Ma*****,Fe*****,03.04.80,IT,0,0,Librarian
224422,Ma****,Ro****,02.06.00,IT,0,0,Consultant
772645,Gi******,Ru***,10.08.50,IT,1,0,Teaching Assistant
755916,Da*****,Fe*****,25.07.89,IT,,,Professor
169705,Vi******,Le***,03.06.55,IT,1,0,Librarian
638950,Ta*****,In***,17.12.59,JP,0,1,Manager
698563,Yo**,Ko*******,18.10.64,JP,0,1,Librarian
949973,Ha****,Ya*******,03.02.75,JP,0,3,Lawyer
643332,Mi**,Sa***,08.03.65,JP,1,0,Lawyer
486395,Ko**,Ma*******,09.08.99,JP,0,1,Banker
915055,Yu**,Ma*******,10.02.68,JP,1,2,Librarian
505876,Yo**,Su****,07.07.52,JP,1,1,Librarian
673325,Yu**,Ya*******,19.10.59,JP,0,0,Doctor
223968,Yu****,Yo*****,07.06.01,JP,0,2,Doctor
526779,Ma****,Sh*****,28.06.52,JP,,0,Doctor
96722,Ay***,Ki****,31.08.97,JP,1,2,Professor
232443,성희,Ba**,04.10.59,KR,,4,Teaching Assistant
902629,준호,남자,20.09.55,KR,1,1,Banker
531904,미숙,Ch*,14.03.03,KR,1,0,Lawyer
128444,영철,Ba**,25.12.00,KR,0,1,Lawyer
909535,경희,Se*,15.02.95,KR,,1,Teaching Assistant
233577,은주,Ki*,25.08.59,KR,1,2,Banker
123049,은숙,Ch*,11.09.96,KR,0,0,Teaching Assistant
437181,재영,Ju**,02.11.52,KR,0,1,Kitchen staff
628925,은영,Pa**,16.11.59,KR,1,2,Consultant
376598,영희,Ch**,21.10.86,KR,1,4,Consultant
919979,상훈,Se*,31.12.51,KR,1,2,Web Designer
897796,경희,Kw**,16.10.79,KR,NaN.0,1,Administrative employee
161109,현주,Ba**,12.09.99,KR,1,,Professor
907542,경수,Se*,08.07.96,KR,0,3,Web Designer
571155,영수,Pa**,10.03.76,KR,0,2,Teaching Assistant
257731,정수,Yo**,22.07.89,KR,1,1,Consultant
213269,정숙,Se*,23.11.66,KR,1,1,Administrative employee
269302,성수,Ry*,13.03.99,KR,0,0,Manager
623217,성수,Ry*,15.07.55,KR,0,1,Librarian
119045,영숙,Hw***,11.06.70,KR,1,0,NaN
789033,정수,Ju**,16.06.65,KR,0,0,Banker
601927,영철,Yu*,01.11.69,KR,1,0,Kitchen staff
674497,준호,Yo**,19.09.79,KR,0,3,Professor
474746,경숙,Kw**,29.09.50,KR,0,1,Librarian
739432,선희,Je***,02.03.72,KR,0,0,Manager
793023,미영,Se*,26.03.60,KR,1,0,Manager
171748,영진,Je**,09.03.72,KR,1,,Consultant
724380,영호,Hw***,10.09.86,KR,0,1,Professor
682811,정수,Sh**,09.08.77,KR,0,0,Teaching Assistant
520750,Da*****,Na******,09.11.57,LT,1,0,Web Designer
225733,Mi*******,Pe********,05.09.02,LT,,1,Doctor
637567,Gr***,Jo******,18.04.52,LT,1,4,Doctor
806987,Da***,Pe*******,13.02.81,LT,1,0,Banker
678876,Va***,Ri****,11.04.85,LT,1,,Banker
128570,Ar*****,Aš,24.10.94,LT,0,2,Banker
945010,Ma****,Va**********,14.03.92,LT,1,1,Consultant
364165,Ta***,Bu****,12.08.58,LT,,1,Teaching Assistant
748037,Eg**,Sa*********,05.01.88,LT,0,1,Web Designer
126337,Si****,Ja********,29.11.97,LT,,3,Lawyer
867548,Da*****,Mi*********,07.06.97,LT,1,2,Manager
453185,Vi*******,Sa******,04.01.01,LT,1,1,Doctor
586186,La***,Aš,22.07.61,LT,0,4,Banker
722727,Ta***,Ka**********,23.06.97,LT,,0,Professor
886132,Eg******,Jo******,24.03.89,LT,0,3,Kitchen staff
362504,La***,Pa********,28.06.70,LT,1,2,Teaching Assistant
115712,Ma****,Pe********,22.09.54,LT,1,1,Professor
119460,Mi*******,Ba*********,20.08.66,LT,,2,Web Designer
410221,Ch********,Ho******,09.08.99,LU,0,0,Teaching Assistant
750955,Di***,Si****,12.01.57,LU,0,0,Doctor
253352,Ti***,An*****,21.06.92,LU,1,2,Consultant
221952,Mi*****,Te******,03.01.52,LU,1,,Banker
947685,Fa******,Mo******,14.10.69,LU,1,1,Professor
802042,Jo****,Kr****,30.10.94,LU,1,0,Manager
952903,Pi*,Mo******,20.12.67,LU,1,2,Lawyer
633277,Ge*****,Sc*****,20.10.78,LU,1,,Teaching Assistant
948037,An*****,We**,19.04.67,LU,0,1,Administrative employee
569177,Ru*,Ki*****,24.03.00,LU,1,1,Kitchen staff
404377,Te***,We**,01.10.98,LU,1,4,Administrative employee
947658,Vi***,We**,18.10.02,LU,0,0,Professor
96840,Th*****,Te******,06.05.61,LU,0,4,Doctor
131489,Va*****,Re****,04.03.98,LU,1,0,Manager
917041,Ma******,Ma*****,28.12.52,LU,1,2,Banker
739909,Fa******,Sc****,08.02.64,LU,1,0,Administrative employee
284349,Fi****,Cu***,09.06.76,LU,1,4,Consultant
188061,Ph******,Sc*****,04.03.60,LU,1,0,Teaching Assistant
784524,Sy****,An*****,11.04.90,LU,0,1,Web Designer
354752,Jo****,Ma*****,10.05.66,LU,1,1,Consultant
325666,Ma**********,We**,17.02.88,LU,1,1,Web Designer
223665,Gi****,Sc*****,22.10.58,LU,0,3,Administrative employee
846622,Cl******,Mo******,26.12.69,LU,0,0,Manager
285653,St*******,Sc*****,24.03.03,LU,0,1,Doctor
543239,Gi****,Ki*****,15.08.63,LU,0,0,Consultant
623888,An*****,We**,07.10.88,LU,1,0,Lawyer
384539,An*****,Fa***,15.02.82,LU,0,,Web Designer
926004,Pi*,Sc*******,10.07.65,LU,0,4,Administrative employee
553784,Ma******,Si****,04.01.75,LU,0,0,Banker
485010,Va*****,Sc****,07.03.89,LU,1,0,Teaching Assistant
648842,Du*****,Se****,23.12.88,MD,1,0,Consultant
556033,Ма****,Tu*****,26.03.54,MD,1,2,Web Designer
931749,Ан*******,Mo****,19.05.90,MD,1,0,Doctor
334386,Va****,Ci*****,13.01.96,MD,1,0,Manager
843464,Ox***,Mo****,27.08.96,MD,0,2,Administrative employee
333546,Ма****,Se****,01.06.92,MD,1,1,Teaching Assistant
896007,Du*****,Ro***,01.08.52,MD,,2,Consultant
242361,Mi***,Ci*****,23.10.55,MD,0,1,Professor
333547,St******,Ko************,01.06.92,MD,1,1,Teaching Assistant
927749,Na*****,Se****,21.02.89,MD,1,,Manager
802773,Al*******,Ce******,21.04.57,MD,0,1,Manager
444482,Li******,Mo****,14.09.02,MD,0,1,Lawyer
139463,На*****,Lu***,28.06.72,MD,1,0,Professor
833402,Ан**,Ce******,08.03.94,MD,1,0,Banker
102671,Va*****,Si***,12.09.72,MD,1,2,Teaching Assistant
711683,Gh******,Ru**,01.01.76,MD,0,1,Kitchen staff
843660,Mi***,Co******,13.04.79,MD,0,4,Teaching Assistant
501454,Ал*******,Io*,14.02.76,MD,1,0,Administrative employee
466702,Ни*****,Si***,04.09.57,MD,1,2,Kitchen staff
208948,Ni*****,Ce******,18.03.67,MD,1,0,Banker
587706,Ал*******,Ci*****,01.05.03,MD,0,1,Professor
918924,Gh******,Si***,02.09.61,MD,0,2,Teaching Assistant
245949,Se*****,Ci*****,09.03.83,MD,1,2,Librarian
803882,Ni*****,Co******,11.11.67,MD,0,2,Banker
623440,Ni*****,Ur**,06.07.98,MD,0,0,Banker
405604,Li******,Ro****,01.06.92,MD,1,0,Kitchen staff
138796,Va*****,Ru**,24.09.85,MD,0,0,Professor
739300,Дм*****,Ro****,11.11.73,MD,1,1,Administrative employee
232096,На*****,Ro****,10.05.87,MD,0,3,Kitchen staff
509712,Se*****,Tu*****,12.06.89,MD,0,,Kitchen staff
765508,Le**,Ab***,22.07.83,MT,1,1,Doctor
872993,Jo*****,Za****,12.09.04,MT,0,4,Lawyer
190042,Ma*******,Ca****,10.12.58,MT,0,1,Manager
119767,Ro******,Ag***,24.07.62,MT,1,2,Manager
158043,Ch*******,Fe****,29.05.04,MT,,2,Teaching Assistant
655000,Ne*****,Gr***,28.08.01,MT,0,2,Consultant
332018,Jo*****,Ga***,29.11.81,MT,1,3,Doctor
515957,Go**,Ag***,10.02.75,MT,1,0,Teaching Assistant
809385,Sy*****,Ca*****,19.12.77,MT,1,4,Web Designer
908292,Cl***,Az*******,06.10.52,MT,,1,Lawyer
403139,Sy*****,Gr***,25.02.73,MT,1,0,Kitchen staff
261521,Ch****,Sp*****,27.07.62,MT,0,0,Administrative employee
571092,Ma******,Mu****,26.12.94,MT,0,,Administrative employee
245757,Si****,Lo***,05.06.86,MX,1,0,Consultant
771503,Ad*****,Me*****,18.03.70,MX,0,,Teaching Assistant
267120,Ro**,Ro*******,29.08.66,MX,0,2,Administrative employee
428573,Ma**,Lo***,01.06.92,MX,0,1,Web Designer
284274,Je***,Me*****,12.08.73,MX,1,0,Consultant
949262,Jo**,Ru**,14.05.64,MX,0,2,Banker
520948,Fr*******,Ma******,07.09.88,MX,0,0,Lawyer
208153,An***,Lo***,22.12.62,MX,1,0,Doctor
136015,El*******,Ma******,02.01.61,MX,1,1,Teaching Assistant
773146,Gu*******,Me*****,19.11.86,MX,1,0,Manager
820116,Lu**,Sa*****,29.11.68,MX,1,1,Kitchen staff
410444,Pe***,He*******,23.12.56,MX,0,1,Librarian
128800,Je***,Mo*****,28.02.79,MX,1,2,Professor
327047,Da****,Me*****,05.11.70,MX,0,4,Web Designer
413270,Si****,Ma******,17.02.54,MX,0,2,Kitchen staff
790265,Vi****,Di**,24.04.76,MX,0,4,Doctor
152304,La***,Ru**,15.12.90,MX,0,4,Manager
409979,Ca****,Go******,28.08.61,MX,,0,Lawyer
572046,Ma****,Ru**,10.09.87,MX,0,0,Lawyer
651176,Al*******,Re***,15.10.74,MX,1,1,Consultant
808893,Is****,Ca******,21.02.60,MX,0,0,Banker
418505,Ca****,Ro*******,12.11.50,MX,0,3,Librarian
476861,Pe***,Ro*******,05.12.64,MX,1,2,Consultant
906609,Zu*,Li*,07.02.60,MY,0,0,Teaching Assistant
874746,Mo*****,Ng,24.03.99,MY,0,0,Professor
574476,Ct,Ng,05.08.00,MY,,3,Administrative employee
354164,Am*,Ab******,11.10.98,MY,1,2,Librarian
837811,Ad**,Ra****,15.06.53,MY,1,1,Manager
818249,In***,Ya*,25.01.82,MY,1,1,Librarian
371132,Wa*,Ot****,29.11.79,MY,1,2,Teaching Assistant
702840,In***,Ta*,01.05.57,MY,0,0,Kitchen staff
654139,Am*,Ch**,23.08.84,MY,1,0,Librarian
123006,Pu****,Ha****,20.07.77,MY,1,0,Lawyer
344301,Ah***,Wo**,09.10.89,MY,0,0,Doctor
354837,Ta*,Az**,22.07.64,MY,,4,Manager
517676,Je***,Ch**,08.10.80,MY,1,,Administrative employee
299520,Je***,Ku***,18.07.96,MY,0,0,Teaching Assistant
622305,Nu***,Ch***,22.07.66,MY,0,,Doctor
954729,Am**,Ku***,05.02.84,MY,1,,Kitchen staff
165762,Nu*,Is****,06.07.99,MY,1,1,Professor
742635,Fa*****,Ch***,08.05.71,MY,0,0,Teaching Assistant
345709,Ai****,Ah***,14.04.04,MY,0,2,Teaching Assistant
812389,No*****,Al*,03.05.72,MY,0,1,Librarian
723305,Pu****,Ra****,18.10.66,MY,1,,Lawyer
564122,Jo**,Ja*****,24.07.69,NL,0,4,Banker
409943,Pe***,Va**********,15.05.78,NL,0,1,Librarian
426674,In****,Pe****,28.12.77,NL,0,0,Librarian
601614,Li***,Br*****,05.09.94,NL,1,1,Banker
926133,Ki*,De******,21.03.51,NL,0,,Doctor
119796,Li***,De******,24.09.58,NL,1,1,Kitchen staff
400700,Ba**,De****,23.06.60,NL,0,,Kitchen staff
649811,Pa**,Ja****,03.05.52,NL,0,1,Kitchen staff
858155,El***,De****,06.03.82,NL,0,1,Kitchen staff
825203,Li***,Me****,15.07.58,NL,0,,Administrative employee
429246,El***,Bo*,18.10.50,NL,0,1,Consultant
745804,Bi****,Ba****,06.07.51,NL,,1,Consultant
329120,Jo***,De*****,13.01.00,NL,1,0,Administrative employee
856596,Ma*****,De*****,07.07.62,NL,,1,Manager
722924,Pa*****,Br*****,26.08.83,NL,0,1,Web Designer
405301,Ki*,Sm**,04.10.72,NL,1,1,Professor
315644,Tr***,Jo*****,29.04.92,NO,1,0,Doctor
640117,El**,Ha***,24.12.54,NO,0,4,Consultant
884354,Ma***,Pe*******,09.08.78,NO,1,0,Consultant
950581,Te***,Er*****,,NO,0,,Librarian
792366,Ka**,Ha***,27.05.84,NO,1,0,Administrative employee
197281,An*****,La****,06.02.67,NO,,0,Administrative employee
704030,Kr******,La****,31.12.94,NO,,3,Lawyer
842928,Te***,Je****,07.02.02,NO,0,0,Web Designer
605032,In***,Kr*********,26.05.01,NO,0,0,Librarian
264770,Ha***,Ja******,22.08.95,NO,,3,Manager
317366,In***,Be**,16.03.55,NO,1,1,Web Designer
470529,Te***,An******,17.06.85,NO,1,,Teaching Assistant
221265,Kr******,Er*****,24.10.01,NO,0,0,Professor
298219,Te***,An******,20.10.86,NO,1,,Banker
128768,Ka**,Ja******,26.08.62,NO,1,4,Administrative employee
139646,Ka**,Ha****,29.03.75,NO,1,1,Doctor
446160,Mo****,Ka*****,01.11.70,NO,1,0,Teaching Assistant
325262,Kn**,An******,15.01.01,NO,1,4,Banker
277417,He****,Je****,02.06.74,NO,1,4,Consultant
257826,Je****,Re***,02.01.80,PH,0,2,Teaching Assistant
679178,Ar****,Go,22.02.69,PH,1,,Consultant
407360,Ma*****,Li*,25.08.52,PH,1,0,Professor
579515,Ar***,De*******,08.01.84,PH,0,0,Kitchen staff
385721,Ma*****,De*****,05.11.81,PH,1,,Librarian
769520,Ro****,Aq****,12.11.54,PH,0,4,Kitchen staff
808816,Jc,Ta*,16.09.79,PH,1,2,Professor
628854,Kr******,Di***,04.01.86,PH,1,1,Manager
427874,Je*,On*,15.10.90,PH,0,1,Kitchen staff
110215,Je****,Re***,16.09.65,PH,0,4,Lawyer
592588,Ar***,Do*****,14.01.59,PH,0,1,Manager
856347,Jo*****,Aq****,27.12.71,PH,1,2,Lawyer
327000,Ja*,On*,16.06.78,PH,0,4,Doctor
858436,Mj,Re***,28.07.86,PH,1,3,Lawyer
332306,Jm,Ba******,06.10.80,PH,,3,Teaching Assistant
878358,Ja****,On*,20.01.90,PH,0,0,Doctor
195267,Da***,Si****,11.08.61,PL,0,0,Administrative employee
213477,Sy****,Du***,25.06.60,PL,0,4,Lawyer
98449,Ma*****,Wr****,24.08.55,PL,1,,Administrative employee
574304,Ba*****,Ka,06.08.70,PL,1,1,Librarian
692542,Pa*****,Ma***,05.03.83,PL,1,2,Librarian
910232,An**,Ka*******,29.12.95,PL,0,1,Manager
359736,Gr******,Kr******,22.06.86,PL,0,1,Kitchen staff
790781,Ad**,Kr**,08.07.95,PL,0,1,Lawyer
328573,Kr*******,Ko*******,13.03.86,PL,0,0,Kitchen staff
586536,An**,Ko*******,20.10.91,PL,0,0,Teaching Assistant
109855,To****,Le*********,07.11.60,PL,1,,Kitchen staff
249197,Ra***,Ka*******,19.07.78,PL,1,0,Professor
166980,Pa***,Ad******,06.04.70,PL,0,1,Web Designer
563515,Ma********,Wó****,28.01.66,PL,1,,Doctor
269018,Pa*****,Wo*****,04.01.71,PL,0,1,Librarian
353950,Ra***,Ko******,04.09.02,PL,,0,Teaching Assistant
726073,Ra***,Wi*******,29.03.89,PL,1,1,Manager
483324,Ju*****,Wo*****,11.07.96,PL,1,1,Web Designer
442127,Ba*****,Wo*****,04.08.86,PL,1,2,Lawyer
505436,Aw****,Qu******,13.04.89,PR,0,1,Doctor
929178,Hi***,Ro****,14.08.75,PR,0,4,Kitchen staff
601920,Iv****,Ne****,07.02.78,PR,1,0,Manager
481643,Ab*****,Ri****,30.11.55,PR,1,1,Professor
347454,Mi****,Qu******,03.08.78,PR,1,2,Teaching Assistant
129474,Wa***,Co***,30.09.60,PR,,2,Professor
634658,Pa**,Fe*******,09.06.77,PR,1,1,Web Designer
444557,An********,Ap****,11.07.74,PR,1,3,Lawyer
919258,Ne*****,Ot***,29.07.61,PR,0,0,Professor
932606,Zo*****,Ro****,01.05.94,PR,0,2,Teaching Assistant
299033,Iv******,Va*****,29.10.94,PR,1,1,Manager
185759,Ar******,Ot***,18.12.57,PR,,3,Administrative employee
156531,Da*****,Fe*******,29.10.93,PT,1,0,Librarian
596370,Fi****,Pi***,17.11.03,PT,,3,Teaching Assistant
109683,Sa**,Pe*****,22.02.62,PT,1,4,Lawyer
545263,An*****,Al***,24.09.75,PT,0,0,Consultant
823828,Di***,Te******,04.10.67,PT,0,1,Doctor
464219,Jo**,Ma*****,26.02.96,PT,0,1,Librarian
316450,Di***,Te******,18.01.76,PT,1,4,Administrative employee
685615,Te****,Ca******,12.08.52,PT,0,0,Professor
957161,Su****,Lo***,01.01.83,PT,0,1,Lawyer
638245,Ma***,Fe******,13.07.63,PT,1,,Kitchen staff
937729,Ma****,Fe******,09.11.91,PT,,0,Web Designer
762279,In**,Al*****,18.02.55,PT,0,1,Doctor
764728,Ca****,Go*******,05.03.01,PT,1,,Banker
296491,Ti***,Te******,18.02.87,PT,1,4,Kitchen staff
441870,Is****,Fe******,20.06.98,PT,1,1,Consultant
649162,Fi****,Fe******,15.02.92,PT,0,1,Manager
662472,Nu**,Ri*****,28.01.75,PT,0,2,Professor
681209,Jo**,Te******,24.06.03,PT,0,0,Teaching Assistant
648381,Fi****,So***,09.03.77,PT,,1,Banker
441742,Pa***,Al***,09.10.68,PT,0,2,Manager
403993,Ma***,Co***,15.07.67,PT,0,2,Administrative employee
364673,Ma***,Pi***,24.05.01,PT,0,2,Web Designer
238897,Ел***,Мо******,08.03.52,RU,1,1,Professor
398434,Ел***,Ку*******,01.06.50,RU,0,0,Librarian
837764,Юл**,Во*****,01.11.54,RU,1,,Web Designer
852328,Дм*****,Пе****,05.04.65,RU,0,2,Teaching Assistant
401818,Га****,По***,13.07.56,RU,0,2,Kitchen staff
105236,Лю*****,Ив*****,06.02.78,RU,0,2,Kitchen staff
638911,На*****,Во*****,08.05.85,RU,0,2,Kitchen staff
900334,Ми****,Ан******,28.03.78,RU,,,Banker
716230,Ел***,См******,30.10.84,RU,1,0,Web Designer
267286,Ма***,Пе****,25.04.95,RU,1,1,Professor
411476,Ма***,Пе*****,28.01.93,RU,0,2,Kitchen staff
453577,Та*****,См******,21.05.68,RU,0,4,Librarian
206644,Ел***,Ва*******,14.02.52,RU,0,2,Doctor
952376,На*****,См*****,22.03.63,RU,0,0,Doctor
717160,Ма***,Ма********,23.01.52,RU,1,2,Doctor
356021,Па***,Ив****,15.04.04,RU,1,,Professor
178451,Юр**,Во*****,13.02.04,RU,1,1,Web Designer
325225,Юл**,Ал***,28.05.68,RU,1,1,Banker
479161,Вл******,Ал***,19.07.55,RU,1,,Consultant
936397,На*****,Ма********,14.12.03,RU,1,,Professor
251440,Ви******,Пе*****,23.08.96,RU,0,0,Manager
785994,Га****,Мо******,09.09.96,RU,1,1,Administrative employee
783029,Ол**,Ив*****,11.03.88,RU,1,0,Lawyer
634396,El***,Во*****,04.09.99,RU,,0,Consultant
880137,Ив**,Мо******,04.03.77,RU,0,1,Banker
698469,Ол**,Ва*******,12.09.99,RU,0,,Manager
281689,Ал*****,Ив*****,07.08.84,RU,,0,Web Designer
136838,Ca*****,Ma*******,20.07.84,SE,0,0,Banker
191622,Jo***,Li******,17.11.85,SE,0,1,Kitchen staff
642133,Ni****,Sv******,31.05.78,SE,0,0,Teaching Assistant
839562,Em**,Ni*****,05.11.54,SE,0,,Administrative employee
156304,Ev*,An*******,02.11.55,SE,1,1,Manager
910568,An****,Ni*****,10.10.92,SE,1,2,Web Designer
776425,Ul****,Li*******,21.04.01,SE,1,0,Lawyer
804047,Ma****,Ja*****,25.12.76,SE,0,2,Librarian
788206,Pa****,Pe********,22.10.97,SE,1,0,Lawyer
270618,Mi****,Ja*****,20.09.98,SE,,1,Banker
820364,El**,Er******,06.01.76,SE,1,3,Doctor
819111,Er**,Li*******,17.11.54,SE,1,4,Consultant
526987,Jo*****,Be*******,26.01.89,SE,0,3,Web Designer
235087,Fr***,An*******,27.07.03,SE,0,,Librarian
851347,Ni****,La*****,08.08.92,SE,1,1,Teaching Assistant
817107,Ma***,Li*******,27.07.59,SE,1,,Banker
132368,Bi******,Ka******,28.12.62,SE,1,,Kitchen staff
487236,An****,Li*******,10.02.04,SE,1,2,Doctor
708256,Ma**,Ma*******,10.10.02,SE,0,0,Professor
613408,St****,Li*******,02.03.99,SE,0,1,Professor
905706,Ev*,Ni*****,19.07.66,SE,0,0,Banker
676570,Ke*****,Ha*****,23.04.99,SE,,1,Administrative employee
104986,Bj***,Ni*****,23.11.82,SE,0,0,Librarian
223964,Bi******,Ha*****,18.08.95,SE,0,4,Doctor
887875,Er**,Ol****,23.06.71,SE,0,0,Lawyer
428951,Ni****,Ni*****,19.06.54,SE,1,4,Kitchen staff
96249,Er**,Pe*****,21.07.95,SE,1,3,Administrative employee
236907,Ca****,Er******,22.06.70,SE,0,3,Professor
364432,Jo***,An*,25.04.63,SG,1,,Professor
649233,Iv*,Ye*,03.10.93,SG,1,2,Kitchen staff
191797,Ke****,Li*,09.02.97,SG,1,1,Teaching Assistant
268218,Ra**,Is***,06.06.97,SG,0,0,Consultant
237346,An**,Li*,22.05.83,SG,1,0,Doctor
412762,Li*,Li*,20.03.62,SG,,4,Banker
629634,Jo***,Ye*,01.11.68,SG,,,Manager
811666,Ra**,Ho*****,29.05.76,SG,1,,Kitchen staff
516165,Ch**,Ko*,28.07.67,SG,0,0,Web Designer
447311,Go*,Ta*,22.11.76,SG,0,1,Web Designer
542367,Ma*,Go*,25.07.92,SG,,2,Teaching Assistant
302149,Ke****,Ko*,30.10.80,SG,0,1,Lawyer
457865,Iv*,Ko*,28.02.74,SG,0,,Consultant
738395,Ch**,Ho*****,10.02.65,SG,0,0,Manager
582281,Li,Ho*****,18.12.84,SG,0,0,Manager
719359,Li*,Ch**,16.10.61,SG,1,1,Kitchen staff
230078,Ra**,Li*,12.05.99,SG,1,0,Web Designer
858566,Ga***,As***,05.07.55,TR,0,0,Web Designer
745000,Is****,Ko*****,07.12.68,TR,1,0,Librarian
207973,De***,Ar****,17.08.51,TR,,,Web Designer
917543,Ga***,Kı***,16.04.00,TR,0,,Teaching Assistant
739104,Em**,Öz****,28.05.62,TR,1,1,Professor
187956,Ka***,As***,25.10.75,TR,,,Doctor
263704,Se***,Po***,08.12.82,TR,0,2,Teaching Assistant
185334,De***,Öz****,31.12.54,TR,1,2,Administrative employee
871006,Se***,Yı****,02.06.03,TR,0,,Manager
828218,Hü***,Yı******,16.07.70,TR,1,4,Web Designer
677158,Me***,Do***,09.03.97,TR,1,,Kitchen staff
